VisCanvas Save File Format,,Extent,ShapeFactor4,Solidity,Perimeter,Area,ConvexArea,EquivDiameter,roundness,MajorAxisLength,MinorAxisLength,ShapeFactor1,AspectRation,Eccentricity,Compactness,ShapeFactor3,ShapeFactor2
SIRA,1580,0.771856,0.994712,0.989242,719.437,36322,36717,215.05,0.881849,272.058,170.891,0.00749018,1.59199,0.778098,0.790457,0.624822,0.00180378
SIRA,1581,0.777536,0.998319,0.988109,708.613,36398,36836,215.275,0.910897,258.492,179.585,0.00710182,1.43938,0.719259,0.832811,0.693574,0.00210735
SIRA,1582,0.7585,0.996922,0.987202,727.625,36408,36880,215.305,0.864155,258.024,180.213,0.00708703,1.43178,0.715677,0.834435,0.696282,0.00211941
SIRA,1583,0.780041,0.999151,0.987928,714.972,36417,36862,215.331,0.895233,258.612,179.446,0.00710141,1.44117,0.720088,0.832643,0.693294,0.00210552
SIRA,1584,0.773428,0.998094,0.989467,706.901,36447,36835,215.42,0.916546,259.888,178.901,0.00713059,1.45269,0.725353,0.828894,0.687065,0.00207635
SIRA,1585,0.720836,0.996484,0.986818,709.285,36457,36944,215.45,0.910645,247.073,188.537,0.0067771,1.31048,0.646302,0.872009,0.760399,0.00241717
SIRA,1586,0.811291,0.99757,0.988857,713.319,36474,36885,215.5,0.900794,259.323,179.519,0.0071098,1.44455,0.721649,0.83101,0.690577,0.00209152
SIRA,1587,0.803889,0.998568,0.988652,713.806,36503,36922,215.585,0.900281,266.391,174.719,0.0072978,1.52468,0.754871,0.80928,0.654935,0.00193093
SIRA,1588,0.78184,0.997594,0.988426,705.826,36551,36979,215.727,0.921964,257.165,181.402,0.0070358,1.41765,0.708818,0.838865,0.703694,0.00214912
SIRA,1589,0.769569,0.996276,0.986772,719.347,36553,37043,215.733,0.887679,265.879,175.699,0.0072738,1.51327,0.750543,0.811394,0.658361,0.00194477
SIRA,1590,0.74999,0.995391,0.988913,708.781,36571,36981,215.786,0.914792,256.948,182.057,0.007026,1.41136,0.705673,0.839805,0.705272,0.00215576
SIRA,1591,0.779343,0.997632,0.988088,705.852,36580,37021,215.813,0.922627,259.443,179.946,0.00709247,1.44178,0.720373,0.831832,0.691944,0.00209469
SIRA,1592,0.833926,0.990926,0.985755,706.337,36606,37135,215.889,0.922016,250.333,187.89,0.00683859,1.33234,0.660804,0.862408,0.743747,0.00233344
SIRA,1593,0.775597,0.998177,0.987229,719.248,36640,37114,215.99,0.890037,268.493,174.07,0.00732788,1.54244,0.761366,0.80445,0.64714,0.00189302
SIRA,1594,0.810134,0.997379,0.989336,712.69,36644,37039,216.001,0.906591,260.283,179.724,0.00710302,1.44824,0.723337,0.829871,0.688686,0.00207809
SIRA,1595,0.755121,0.99805,0.989978,697.989,36646,37017,216.007,0.945234,255.158,183.221,0.00696277,1.39262,0.69597,0.846564,0.716671,0.00220598
SIRA,1596,0.771974,0.997761,0.989952,709.026,36651,37023,216.022,0.91616,260.087,179.825,0.00709632,1.44633,0.722469,0.830575,0.689855,0.00208319
SIRA,1597,0.803638,0.996996,0.990465,717.172,36670,37023,216.078,0.89593,273.838,171.015,0.00746763,1.60125,0.781015,0.789073,0.622636,0.00178579
SIRA,1598,0.778828,0.978747,0.975062,742.917,36675,37613,216.093,0.835025,285.891,166.882,0.00779525,1.71313,0.811951,0.755857,0.57132,0.00156953
SIRA,1599,0.754126,0.997118,0.98839,723.028,36692,37123,216.143,0.882005,267.364,175.239,0.00728671,1.52571,0.755252,0.808422,0.653545,0.00191983
SIRA,1600,0.79276,0.997086,0.989272,714.062,36792,37191,216.437,0.906758,261.887,179.398,0.00711804,1.45981,0.728525,0.826452,0.683023,0.00204838
SIRA,1601,0.7936,0.992958,0.987258,717.304,36804,37279,216.472,0.898873,268.126,176.009,0.00728525,1.52337,0.754379,0.807352,0.651817,0.00190931
SIRA,1602,0.711607,0.99557,0.985437,724.849,36810,37354,216.49,0.880401,274.92,171.237,0.00746864,1.6055,0.782334,0.787464,0.6201,0.00177151
SIRA,1603,0.768946,0.997553,0.978756,749.005,36811,37610,216.493,0.824552,258.895,181.48,0.00703308,1.42657,0.713181,0.836221,0.699265,0.00212133
SIRA,1604,0.798361,0.996739,0.987156,719.256,36814,37293,216.502,0.894244,265.845,176.894,0.0072213,1.50285,0.746483,0.814392,0.663234,0.00195942
SIRA,1605,0.782493,0.99725,0.988722,716.892,36821,37241,216.522,0.900322,273.987,171.582,0.00744105,1.59683,0.779629,0.790266,0.62452,0.00179022
SIRA,1606,0.767064,0.998309,0.987538,711.732,36849,37314,216.605,0.914119,256.821,182.995,0.00696955,1.40343,0.701631,0.843407,0.711335,0.00217537
SIRA,1607,0.732499,0.997693,0.987037,730.149,36852,37336,216.614,0.868656,279.341,168.36,0.00758009,1.65919,0.797965,0.775444,0.601313,0.00169066
SIRA,1608,0.763826,0.99239,0.983229,716.9,36876,37505,216.684,0.901647,246.969,191.57,0.00669729,1.28918,0.631119,0.877373,0.769783,0.00244802
SIRA,1609,0.792372,0.998562,0.990279,712.904,36877,37239,216.687,0.911808,263.194,178.655,0.00713706,1.47319,0.734326,0.823299,0.677821,0.00202269
SIRA,1610,0.711026,0.994545,0.986194,722.957,36930,37447,216.843,0.8879,265.868,177.827,0.00719925,1.49509,0.743392,0.815602,0.665207,0.00196508
SIRA,1611,0.677149,0.993914,0.982243,739.826,36952,37620,216.907,0.848377,278.557,169.936,0.00753834,1.63918,0.792356,0.778683,0.606347,0.00170961
SIRA,1612,0.781129,0.993388,0.986493,718.098,36956,37462,216.919,0.900591,269.244,175.926,0.00728554,1.53044,0.757009,0.805658,0.649085,0.00189341
SIRA,1613,0.790478,0.997089,0.988235,709.414,36958,37398,216.925,0.922824,254.382,185.524,0.00688299,1.37116,0.684182,0.852753,0.727188,0.00224518
SIRA,1614,0.754753,0.997703,0.987061,721.266,36998,37483,217.042,0.893711,260.154,181.491,0.00703158,1.43342,0.716458,0.834283,0.696028,0.00210129
SIRA,1615,0.693572,0.996043,0.985356,734.756,37009,37559,217.074,0.861452,275.436,171.759,0.0074424,1.60362,0.781752,0.788113,0.621122,0.00177111
SIRA,1616,0.821462,0.997077,0.989998,717.948,37020,37394,217.107,0.902527,264.519,178.715,0.00714529,1.48011,0.737246,0.820761,0.673649,0.00200017
SIRA,1617,0.809297,0.993747,0.988268,719.836,37065,37505,217.239,0.89889,276.113,171.993,0.00744943,1.60537,0.782295,0.786774,0.619013,0.00176077
SIRA,1618,0.72929,0.997257,0.986826,723.319,37080,37575,217.283,0.890615,261.298,181.179,0.00704687,1.44221,0.720573,0.831551,0.691477,0.00207841
SIRA,1619,0.726368,0.992017,0.981058,730.084,37084,37800,217.294,0.87428,271.318,175.428,0.00731632,1.54661,0.76285,0.800883,0.641413,0.00185673
SIRA,1620,0.722079,0.994968,0.986461,731.802,37086,37595,217.3,0.870227,266.813,177.871,0.00719443,1.50004,0.745371,0.814429,0.663295,0.0019525
SIRA,1621,0.794498,0.997573,0.987967,728.361,37111,37563,217.373,0.879061,276.897,171.061,0.00746131,1.6187,0.786352,0.785034,0.616279,0.00174803
SIRA,1622,0.752904,0.993265,0.988423,711.337,37140,37575,217.458,0.922361,255,186.701,0.00686591,1.36582,0.681132,0.852778,0.72723,0.00223986
SIRA,1623,0.812052,0.99698,0.99072,713.493,37153,37501,217.496,0.917116,270.748,175.248,0.00728738,1.54495,0.762259,0.803317,0.645318,0.00187197
SIRA,1624,0.751608,0.997978,0.986882,720.523,37164,37658,217.529,0.899573,268.088,176.862,0.00721364,1.5158,0.751514,0.811408,0.658383,0.00192882
SIRA,1625,0.800099,0.993291,0.986701,721.804,37171,37672,217.549,0.896552,267.078,178.402,0.00718511,1.49705,0.74418,0.814554,0.663498,0.00195116
SIRA,1626,0.685953,0.992298,0.985536,724.276,37202,37748,217.64,0.891185,276.376,172.717,0.00742906,1.60017,0.780678,0.787478,0.620121,0.00176225
SIRA,1627,0.746803,0.995586,0.987026,722.697,37202,37691,217.64,0.895084,259.598,183.272,0.00697806,1.41646,0.708227,0.838373,0.702869,0.00212649
SIRA,1628,0.803858,0.994224,0.988891,725.482,37209,37627,217.66,0.888392,266.976,178.485,0.00717503,1.49579,0.743673,0.815281,0.664683,0.00195539
SIRA,1629,0.780804,0.995962,0.987946,721.779,37210,37664,217.663,0.897555,273.649,173.833,0.00735418,1.5742,0.772314,0.795409,0.632676,0.00181584
SIRA,1630,0.805519,0.995024,0.988761,713.286,37215,37638,217.678,0.91918,268.127,177.604,0.00720482,1.50969,0.749161,0.811844,0.659091,0.00193061
SIRA,1631,0.761633,0.992383,0.988291,724.494,37221,37662,217.695,0.891104,271.181,176.1,0.00728569,1.53992,0.760461,0.802768,0.644437,0.00186643
SIRA,1632,0.703629,0.996398,0.989684,721.683,37222,37610,217.698,0.898083,267.187,178.017,0.00717821,1.50091,0.745717,0.814778,0.663863,0.00195143
SIRA,1633,0.709942,0.993986,0.983936,731.308,37240,37848,217.751,0.875022,276.009,172.829,0.00741162,1.597,0.779684,0.788928,0.622407,0.0017711
SIRA,1634,0.709739,0.99752,0.986177,742.398,37240,37762,217.751,0.849075,280.737,169.316,0.0075386,1.65807,0.797657,0.775639,0.601615,0.00168309
SIRA,1635,0.787832,0.998197,0.990166,717.693,37255,37625,217.795,0.908902,264.536,179.636,0.00710068,1.47262,0.734081,0.823309,0.677837,0.00201248
SIRA,1636,0.691406,0.995392,0.983227,733.113,37282,37918,217.874,0.8717,272.228,175.179,0.00730185,1.55399,0.765443,0.800336,0.640538,0.001848
SIRA,1637,0.725523,0.976497,0.979342,736.832,37310,38097,217.955,0.863571,271.233,179.359,0.0072697,1.51224,0.750145,0.803574,0.645731,0.00186982
SIRA,1638,0.731256,0.998148,0.989211,718.059,37316,37723,217.973,0.909462,265.529,179.266,0.00711569,1.4812,0.737701,0.8209,0.673878,0.00199324
SIRA,1639,0.820176,0.997046,0.98929,724.77,37318,37722,217.979,0.892746,267.127,178.4,0.00715813,1.49735,0.744298,0.816012,0.665875,0.00195778
SIRA,1640,0.774892,0.99821,0.989091,723.044,37356,37768,218.09,0.897926,268.529,177.442,0.00718839,1.51333,0.750569,0.812164,0.65961,0.00192924
SIRA,1641,0.796334,0.998203,0.988806,731.173,37364,37787,218.113,0.87826,277.224,171.915,0.00741956,1.61257,0.7845,0.786775,0.619014,0.00175372
SIRA,1642,0.806281,0.995936,0.988288,712.641,37380,37823,218.16,0.924927,262.279,182.202,0.00701657,1.43949,0.71931,0.831784,0.691865,0.0020718
SIRA,1643,0.7579,0.99667,0.988064,719.358,37416,37868,218.265,0.908609,266.584,179.3,0.00712488,1.4868,0.74002,0.818746,0.670345,0.00197494
SIRA,1644,0.714359,0.996591,0.987002,733.92,37436,37929,218.323,0.873377,266.187,179.678,0.00711045,1.48146,0.73781,0.820188,0.672708,0.00198486
SIRA,1645,0.736264,0.997671,0.98572,728.792,37481,38024,218.454,0.886776,261.811,182.703,0.00698516,1.43298,0.716248,0.834398,0.69622,0.00208857
SIRA,1646,0.721203,0.995851,0.991094,724.477,37504,37841,218.521,0.897921,269.827,177.708,0.00719463,1.51837,0.752493,0.809856,0.655867,0.00190906
SIRA,1647,0.74809,0.996357,0.988249,733.863,37507,37953,218.53,0.87517,284.85,168.264,0.00759458,1.69287,0.806883,0.767176,0.588559,0.0016228
SIRA,1648,0.784951,0.994882,0.988283,715.824,37534,37979,218.609,0.920497,259.317,185.239,0.00690885,1.3999,0.699804,0.843018,0.710679,0.00215245
SIRA,1649,0.744725,0.993785,0.988133,732.034,37552,38003,218.661,0.880604,269.809,178.318,0.00718493,1.51308,0.750469,0.810431,0.656798,0.0019119
SIRA,1650,0.73869,0.998798,0.991525,708.287,37555,37876,218.67,0.940717,263.524,181.669,0.00701701,1.45057,0.724398,0.829791,0.688553,0.00205214
SIRA,1651,0.787523,0.996945,0.987852,730.495,37568,38030,218.708,0.884695,278.225,172.449,0.00740591,1.61338,0.784745,0.786082,0.617925,0.00174433
SIRA,1652,0.69629,0.996455,0.98905,721.428,37576,37992,218.731,0.907266,270.573,177.451,0.0072007,1.52478,0.754906,0.808398,0.653508,0.00189695
SIRA,1653,0.796905,0.996775,0.99067,721.953,37590,37944,218.772,0.906284,277.809,172.838,0.0073905,1.60733,0.7829,0.787491,0.620141,0.00175321
SIRA,1654,0.771121,0.996389,0.985763,713.253,37596,38139,218.789,0.928676,245.962,195.324,0.00654223,1.25925,0.607757,0.889525,0.791255,0.00252661
SIRA,1655,0.797891,0.997126,0.989529,720.306,37611,38009,218.833,0.910942,264.98,181.243,0.00704527,1.46201,0.729492,0.825847,0.682024,0.00202151
SIRA,1656,0.744187,0.993087,0.987642,742.538,37641,38112,218.92,0.857894,284.314,169.741,0.0075533,1.67499,0.802227,0.769995,0.592892,0.00163783
SIRA,1657,0.813542,0.996534,0.9904,725.557,37654,38019,218.958,0.898831,271.947,176.907,0.00722225,1.53723,0.759488,0.80515,0.648266,0.00187223
SIRA,1658,0.807082,0.989375,0.983862,739.145,37677,38295,219.025,0.866616,279.924,173.215,0.00742957,1.61605,0.785554,0.782443,0.612218,0.00171773
SIRA,1659,0.743528,0.997519,0.988743,725.576,37679,38108,219.031,0.89938,271.521,177.127,0.00720616,1.53292,0.757917,0.80668,0.650732,0.0018823
SIRA,1660,0.719237,0.997794,0.990387,717.764,37706,38072,219.109,0.919723,258.216,186.336,0.00684815,1.38576,0.692283,0.848548,0.720034,0.00219008
SIRA,1661,0.762177,0.992061,0.982518,758.985,37711,38382,219.124,0.822643,293.788,164.743,0.0077905,1.78331,0.827982,0.745857,0.556303,0.0014872
SIRA,1662,0.752249,0.989532,0.981113,728.687,37714,38440,219.132,0.892546,278.225,174.416,0.00737724,1.59518,0.779109,0.787608,0.620326,0.00175111
SIRA,1663,0.780025,0.993345,0.987306,725.351,37722,38207,219.156,0.900965,264.351,182.904,0.00700788,1.4453,0.721995,0.829032,0.687293,0.00204198
SIRA,1664,0.791192,0.99644,0.987106,744.71,37743,38236,219.217,0.855208,282.292,170.843,0.00747933,1.65235,0.796075,0.776559,0.603044,0.0016778
SIRA,1665,0.802053,0.993474,0.988943,719.24,37743,38165,219.217,0.916851,262.544,184.242,0.00695609,1.42499,0.712416,0.834971,0.697177,0.0020856
SIRA,1666,0.726615,0.998735,0.992383,717.954,37784,38074,219.336,0.921138,269.164,178.958,0.00712374,1.50406,0.746961,0.814878,0.664027,0.00193758
SIRA,1667,0.807728,0.997792,0.989895,721.209,37813,38199,219.42,0.913542,266.668,180.943,0.00705227,1.47377,0.73457,0.822821,0.677034,0.00199402
SIRA,1668,0.787046,0.998073,0.988679,725.046,37816,38249,219.428,0.903971,267.082,180.626,0.00706266,1.47865,0.736632,0.821578,0.67499,0.00198492
SIRA,1669,0.758987,0.994554,0.983238,743.388,37834,38479,219.481,0.860322,286.879,168.836,0.00758257,1.69916,0.808478,0.765063,0.585322,0.00160246
SIRA,1670,0.769173,0.991184,0.986242,726.205,37851,38379,219.53,0.901922,263.247,184.701,0.00695483,1.42526,0.712547,0.83393,0.69544,0.00207484
SIRA,1671,0.712605,0.99773,0.990504,723.114,37865,38228,219.571,0.909985,262.503,184.078,0.0069326,1.42604,0.712925,0.83645,0.699649,0.00209332
SIRA,1672,0.812602,0.996334,0.987795,734.382,37877,38345,219.605,0.882554,276.366,175.144,0.0072964,1.57793,0.773545,0.794618,0.631418,0.00179441
SIRA,1673,0.801714,0.996988,0.986947,730.471,37881,38382,219.617,0.892124,273.776,176.704,0.00722727,1.54935,0.763819,0.802176,0.643487,0.00184601
SIRA,1674,0.745298,0.996428,0.98968,722.964,37882,38277,219.62,0.910771,264.887,182.741,0.00699243,1.44952,0.723922,0.829106,0.687417,0.00203821
SIRA,1675,0.77854,0.997272,0.991338,716.14,37883,38214,219.623,0.928236,264.465,182.883,0.00698109,1.44609,0.722357,0.830442,0.689634,0.00204805
SIRA,1676,0.794778,0.995356,0.990176,716.834,37899,38275,219.669,0.926831,267.351,181.334,0.00705429,1.47436,0.734821,0.821652,0.675111,0.00198328
SIRA,1677,0.766182,0.996054,0.990488,727.708,37903,38267,219.681,0.899434,273.196,177.348,0.00720776,1.54045,0.76065,0.804115,0.646601,0.00185889
SIRA,1678,0.796723,0.99792,0.989124,741.726,37924,38341,219.742,0.866238,283.106,170.915,0.00746507,1.65641,0.797201,0.776182,0.602459,0.00167136
SIRA,1679,0.720477,0.997094,0.989602,727.993,37972,38371,219.881,0.900366,273.154,177.513,0.00719355,1.53878,0.760049,0.804971,0.647978,0.00186313
SIRA,1680,0.730738,0.9986,0.99154,716.986,37975,38299,219.889,0.928296,268.718,180.186,0.00707617,1.49134,0.741874,0.818291,0.6696,0.00195708
SIRA,1681,0.778843,0.99891,0.989896,727.328,38013,38401,219.999,0.902987,270.498,179.123,0.00711594,1.51012,0.74933,0.813311,0.661475,0.00192061
SIRA,1682,0.692787,0.993279,0.983299,734.792,38034,38680,220.06,0.885224,281.488,173.201,0.00740097,1.62521,0.78829,0.781773,0.611169,0.00170526
SIRA,1683,0.712264,0.998698,0.989057,733.889,38052,38473,220.112,0.887823,273.745,177.218,0.00719396,1.54468,0.762163,0.804078,0.646542,0.00185499
SIRA,1684,0.689977,0.99341,0.985421,743.589,38055,38618,220.121,0.86488,275.333,177.148,0.00723513,1.55425,0.765534,0.799472,0.639155,0.00182322
SIRA,1685,0.719593,0.997636,0.987443,730.117,38060,38544,220.135,0.897209,271.425,178.96,0.00713151,1.51668,0.751849,0.811034,0.657777,0.00190335
SIRA,1686,0.765568,0.993815,0.988374,718.44,38087,38535,220.213,0.927269,266.1,183.374,0.00698664,1.45114,0.724652,0.827558,0.684852,0.00202135
SIRA,1687,0.705796,0.989156,0.981018,732.053,38089,38826,220.219,0.89315,266.608,183.896,0.00699961,1.44978,0.724039,0.826002,0.682279,0.00200992
SIRA,1688,0.713852,0.997727,0.987427,732.64,38089,38574,220.219,0.891719,259.002,187.67,0.00679993,1.3801,0.689184,0.850259,0.72294,0.00219224
SIRA,1689,0.730856,0.995682,0.986455,733.169,38090,38613,220.222,0.890456,276.589,176.102,0.00726146,1.57061,0.771117,0.796206,0.633944,0.00180014
SIRA,1690,0.789697,0.998122,0.989147,734.307,38095,38513,220.236,0.887815,270.144,179.887,0.00709132,1.50174,0.746047,0.815256,0.664643,0.00193234
SIRA,1691,0.819141,0.99647,0.989329,722.895,38104,38515,220.262,0.916284,262.025,185.812,0.00687658,1.41017,0.705071,0.840615,0.706634,0.00211807
SIRA,1692,0.812772,0.992255,0.9869,730.496,38119,38625,220.306,0.897668,272.786,179.311,0.00715616,1.5213,0.753601,0.807615,0.652242,0.00187792
SIRA,1693,0.800747,0.997212,0.990855,712.692,38138,38490,220.361,0.943548,258.442,188.416,0.00677648,1.37165,0.684463,0.852652,0.727015,0.00220938
SIRA,1694,0.741802,0.994025,0.985351,742.711,38139,38706,220.364,0.868839,273.473,178.636,0.00717042,1.5309,0.757175,0.805797,0.64931,0.00186478
SIRA,1695,0.718751,0.997094,0.989341,727.24,38147,38558,220.387,0.906389,265.557,183.433,0.00696142,1.44771,0.723097,0.829903,0.688739,0.00203698
SIRA,1696,0.771029,0.996006,0.98549,735.359,38169,38731,220.45,0.886996,276.218,176.648,0.0072367,1.56367,0.768772,0.798103,0.636969,0.00181116
SIRA,1697,0.718669,0.996387,0.986334,740.017,38180,38709,220.482,0.876118,272.923,178.763,0.00714833,1.52673,0.755635,0.807853,0.652626,0.00187808
SIRA,1698,0.786435,0.996804,0.989027,720.979,38216,38640,220.586,0.923868,269.445,181.165,0.00705059,1.48729,0.740221,0.818666,0.670215,0.00195359
SIRA,1699,0.742425,0.992811,0.982167,740.064,38223,38917,220.606,0.876993,272.021,180.204,0.00711669,1.50951,0.749093,0.810989,0.657703,0.00189897
SIRA,1700,0.782801,0.996467,0.987779,723.542,38232,38705,220.632,0.917718,264.633,184.6,0.00692176,1.43355,0.716517,0.833729,0.695105,0.00206299
SIRA,1701,0.69761,0.995283,0.981971,748.428,38236,38938,220.644,0.857793,270.833,180.607,0.00708319,1.49957,0.745185,0.814685,0.663712,0.00192472
SIRA,1702,0.781302,0.998256,0.989881,730.562,38251,38642,220.687,0.900614,270.985,180.038,0.0070844,1.50515,0.747391,0.814387,0.663225,0.00192223
SIRA,1703,0.73135,0.997765,0.987869,746.449,38273,38743,220.75,0.863181,280.911,173.863,0.00733966,1.61571,0.785451,0.785838,0.617541,0.00172658
SIRA,1704,0.732958,0.995484,0.988738,743.116,38278,38714,220.765,0.871056,282.046,173.582,0.00736835,1.62485,0.788184,0.782726,0.612661,0.00170604
SIRA,1705,0.74037,0.993132,0.985548,752.941,38326,38888,220.903,0.849535,293.018,167.688,0.00764542,1.7474,0.82006,0.753888,0.568347,0.00152338
SIRA,1706,0.814944,0.993621,0.98937,739.888,38348,38760,220.966,0.88028,281.192,174.755,0.00733263,1.60906,0.783431,0.785821,0.617515,0.00172478
SIRA,1707,0.811939,0.995552,0.987721,731.627,38369,38846,221.027,0.900764,274.281,178.908,0.00714851,1.53308,0.757978,0.80584,0.649379,0.00185948
SIRA,1708,0.813751,0.996886,0.988667,736.763,38383,38823,221.067,0.888573,273.198,179.442,0.00711769,1.52249,0.754047,0.809182,0.654776,0.00188237
SIRA,1709,0.707265,0.996517,0.987628,732.799,38396,38877,221.105,0.898517,269.943,181.736,0.00703049,1.48536,0.739426,0.819081,0.670893,0.00195196
SIRA,1710,0.741332,0.997927,0.989895,726.644,38401,38793,221.119,0.913922,266.627,183.759,0.00694324,1.45096,0.724572,0.829319,0.68777,0.00202595
SIRA,1711,0.782669,0.996525,0.988647,724.312,38404,38845,221.128,0.919888,264.86,185.261,0.00689667,1.42966,0.714665,0.834887,0.697036,0.00206695
SIRA,1712,0.798093,0.998143,0.990335,722.26,38425,38800,221.188,0.925628,270.562,181.161,0.00704131,1.49349,0.742748,0.817513,0.668327,0.00194004
SIRA,1713,0.727622,0.996773,0.987716,742.29,38433,38911,221.211,0.87653,285.776,171.788,0.00743569,1.66354,0.799152,0.774073,0.599189,0.00164675
SIRA,1714,0.700346,0.996528,0.985968,739.256,38435,38982,221.217,0.883786,271.619,180.795,0.00706697,1.50236,0.746289,0.814439,0.66331,0.00191799
SIRA,1715,0.807881,0.995975,0.98909,728.262,38439,38863,221.229,0.910766,266.153,184.63,0.00692403,1.44154,0.720263,0.831209,0.690909,0.00203882
SIRA,1716,0.804878,0.99406,0.987289,746.242,38449,38944,221.257,0.867632,284.789,172.926,0.00740693,1.64689,0.794544,0.776917,0.6036,0.00166462
SIRA,1717,0.791353,0.994368,0.992285,726.509,38455,38754,221.275,0.915547,271.26,181.523,0.00705395,1.49436,0.743097,0.815729,0.665415,0.00192662
SIRA,1718,0.784296,0.995545,0.987143,739.18,38465,38966,221.303,0.884658,268.195,183.428,0.00697244,1.46213,0.729544,0.825159,0.680887,0.00199395
SIRA,1719,0.810288,0.994614,0.989377,727.03,38466,38879,221.306,0.914497,264.755,185.989,0.00688284,1.4235,0.71169,0.835889,0.69871,0.00207273
SIRA,1720,0.735331,0.996161,0.9872,732.243,38485,38984,221.361,0.901968,264.935,185.666,0.00688412,1.42695,0.71336,0.835528,0.698107,0.00206953
SIRA,1721,0.743581,0.998372,0.990631,721.517,38487,38851,221.367,0.929032,264.267,185.733,0.00686639,1.42283,0.711364,0.837663,0.70168,0.00208538
SIRA,1722,0.67952,0.998589,0.986164,748.479,38488,39028,221.369,0.863328,286.414,171.338,0.00744164,1.67163,0.801332,0.772901,0.597375,0.00163811
SIRA,1723,0.726341,0.995011,0.980737,745.466,38491,39247,221.378,0.870389,278.803,176.662,0.00724333,1.57817,0.773623,0.794031,0.630485,0.0017761
SIRA,1724,0.801199,0.998793,0.990353,727.03,38496,38871,221.392,0.91521,268.63,182.682,0.00697813,1.47048,0.733166,0.824153,0.679229,0.00198587
SIRA,1725,0.757814,0.994118,0.986649,758.002,38503,39024,221.413,0.8421,294.758,167.302,0.00765546,1.76183,0.823311,0.751167,0.564252,0.00150348
SIRA,1726,0.763295,0.996541,0.987942,733.994,38509,38979,221.43,0.898229,272.174,180.772,0.0070678,1.50562,0.747575,0.81356,0.66188,0.00190995
SIRA,1727,0.691444,0.992858,0.985364,739.853,38510,39082,221.433,0.884082,271.473,181.915,0.00704942,1.4923,0.742267,0.815671,0.665319,0.00192483
SIRA,1728,0.782098,0.997515,0.990818,732.182,38523,38880,221.47,0.903009,271.465,181.133,0.00704684,1.49871,0.744842,0.815832,0.665582,0.00192565
SIRA,1729,0.793437,0.997525,0.989754,732.248,38542,38941,221.525,0.903291,267.541,183.878,0.00694155,1.45499,0.726383,0.828003,0.685588,0.00201263
SIRA,1730,0.772847,0.998128,0.988793,727.766,38555,38992,221.562,0.91476,261.785,187.871,0.00678991,1.39343,0.696401,0.846351,0.71631,0.00214905
SIRA,1731,0.695995,0.994357,0.993076,729.013,38579,38848,221.631,0.9122,278.626,177.295,0.00722222,1.57154,0.771426,0.795442,0.632728,0.00178355
SIRA,1732,0.776001,0.991704,0.983109,734.308,38589,39252,221.66,0.899325,269.044,184.148,0.00697204,1.46102,0.729056,0.823878,0.678776,0.00198149
SIRA,1733,0.805069,0.996758,0.989971,749.143,38595,38986,221.677,0.864194,291.109,169.354,0.00754266,1.71893,0.813364,0.761492,0.57987,0.00156446
SIRA,1734,0.789057,0.995289,0.986634,754.254,38607,39130,221.711,0.852787,287.627,171.711,0.00745013,1.67507,0.802249,0.770829,0.594177,0.00162247
SIRA,1735,0.673135,0.994435,0.987595,741.171,38611,39096,221.723,0.883251,284.05,174.041,0.0073567,1.63209,0.790306,0.780578,0.609302,0.00168472
SIRA,1736,0.765625,0.99537,0.988556,742.726,38612,39059,221.726,0.879579,276.869,178.391,0.00717054,1.55203,0.764758,0.800833,0.641334,0.00181928
SIRA,1737,0.78478,0.998102,0.988027,721.624,38619,39087,221.746,0.931942,268.422,183.535,0.00695051,1.46251,0.729711,0.826111,0.682459,0.00199687
SIRA,1738,0.684377,0.992127,0.985057,757.856,38629,39215,221.775,0.845181,298.821,165.899,0.00773567,1.80122,0.831731,0.742165,0.550809,0.0014477
SIRA,1739,0.784513,0.996617,0.986542,755.471,38631,39158,221.78,0.85057,287.849,171.456,0.00745123,1.67884,0.803246,0.770475,0.593632,0.00161973
SIRA,1740,0.747197,0.998029,0.987532,728.81,38651,39139,221.838,0.914412,266.629,184.936,0.00689837,1.44174,0.720354,0.832009,0.69224,0.0020391
SIRA,1741,0.798562,0.99813,0.989987,721.558,38660,39051,221.864,0.933102,268.656,183.564,0.0069492,1.46355,0.730167,0.825827,0.681991,0.00199375
SIRA,1742,0.718711,0.996584,0.986383,746.028,38681,39215,221.924,0.873368,273.585,180.635,0.00707286,1.51458,0.751045,0.811169,0.657996,0.00188895
SIRA,1743,0.803819,0.998289,0.991212,722.284,38687,39030,221.941,0.931878,266.124,185.41,0.00687891,1.43533,0.717357,0.833975,0.695514,0.00205263
SIRA,1744,0.715729,0.990458,0.983827,760.889,38688,39324,221.944,0.839737,294.463,168.896,0.00761121,1.74345,0.819153,0.753725,0.568102,0.00151526
SIRA,1745,0.791544,0.997206,0.987748,725.98,38697,39177,221.97,0.922652,263.666,187.391,0.00681359,1.40703,0.70348,0.841861,0.708729,0.00211114
SIRA,1746,0.72065,0.994924,0.988609,747.193,38709,39155,222.004,0.871277,278.304,177.997,0.00718965,1.56353,0.768727,0.797703,0.63633,0.00179578
SIRA,1747,0.726323,0.996979,0.988611,734.278,38713,39159,222.016,0.902289,269.889,183.188,0.00697153,1.47329,0.734367,0.822619,0.676702,0.00196926
SIRA,1748,0.744616,0.994221,0.987153,745.109,38726,39230,222.053,0.876542,285.841,173.503,0.00738111,1.64747,0.794709,0.776841,0.603482,0.00165818
